id,name,slug,type,category,provider,purposes,isArchived,isUpcoming,isUnderReview,badges,tvl,stage,risks,shortName,hostChain
myria,Myria,myria,layer2,Validium,StarkEx,"['NFT', 'Exchange', 'Gaming']",False,False,False,"[{'category': 'VM', 'name': 'AppChain'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'StarkEx'}, {'category': 'Infra', 'name': 'SHARP'}]","{'breakdown': {'total': 160288.67, 'ether': 160288.67, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': ['MYRIA'], 'change7d': 0.14894028034260764}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Force via L1', 'sentiment': 'good', 'description': 'Users can force the sequencer to include a withdrawal transaction by submitting a request through L1. If the sequencer censors or is down for  for more than 7d, users can use the exit hatch to withdraw their funds.'}, {'name': 'State Validation', 'value': 'ZK proofs (ST)', 'sentiment': 'good', 'description': 'STARKs are zero knowledge proofs that ensure state correctness.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 2/5 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Use escape hatch', 'sentiment': 'good', 'description': 'Users are able to trustlessly exit by submitting a Merkle proof of funds. NFTs will be minted on L1 to exit.'}]",,
cheese,CheeseChain,cheese,layer3,Optimium,Arbitrum,['Universal'],False,False,True,"[{'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'DA', 'name': 'Celestia'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}, {'category': 'RaaS', 'name': 'Caldera'}]","{'breakdown': {'total': 159883.87, 'ether': 0, 'stablecoin': 0, 'associated': 159883.87}, 'associatedTokens': ['CHEESE'], 'change7d': 0.061772858759536975}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'State Validation', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Data Availability', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Exit Window', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Proposer Failure', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}]",,Arbitrum One
popboss,Proof of Play Boss,popboss,layer3,Optimium,Arbitrum,"['Universal', 'Gaming']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 159302.87, 'ether': 159302.87, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14831624766133}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 2d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 5d 14h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 24d 16h of inactivity from the currently whitelisted Proposers.'}]",PoP Boss,Arbitrum One
ham,Ham,ham,layer3,Optimium,OP Stack,"['Universal', 'Social']",False,False,False,"[{'category': 'L3ParentChain', 'name': 'Base'}, {'category': 'Infra', 'name': 'Superchain'}, {'category': 'RaaS', 'name': 'Caldera'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'Celestia'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 153288.32, 'ether': 153180.47, 'stablecoin': 81.45, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14266256340285044}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1d delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'External', 'sentiment': 'bad', 'description': 'Proof construction and state derivation fully rely on data that is posted on Celestia. Sequencer tx roots are not checked against the Blobstream bridge data roots onchain, but L2 nodes can verify data availability by running a Celestia light client.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,Base
parallel,Parallel,parallel,layer2,Optimistic Rollup,Arbitrum,['Universal'],False,False,False,"[{'category': 'Stack', 'name': 'Orbit'}, {'category': 'DA', 'name': 'EthereumCalldata'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 75988.46, 'ether': 75988.46, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.1483844311036986}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 2d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d challenge period.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 8h of inactivity from the currently whitelisted Proposers.'}]",,
edgeless,Edgeless,edgeless,layer2,Optimium,Arbitrum,['Universal'],False,False,False,"[{'category': 'DA', 'name': 'CustomDA'}, {'category': 'RaaS', 'name': 'Caldera'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 59727.05, 'ether': 59727.05, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.15394855179355793}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 17h of inactivity from the currently whitelisted Proposers.'}]",,
everclear,Everclear Hub,everclear,layer2,Optimium,Arbitrum,"['Universal', 'Interoperability']",False,False,False,"[{'category': 'RaaS', 'name': 'Gelato'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 57574.54, 'ether': 57574.54, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': ['NEXT'], 'change7d': 0.14842817175157297}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 4d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/2 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 17h of inactivity from the currently whitelisted Proposers.'}]",,
river,River,river,layer2,Optimistic Rollup,OP Stack,['Universal'],False,False,False,"[{'category': 'RaaS', 'name': 'Caldera'}, {'category': 'Infra', 'name': 'Superchain'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 57137.14, 'ether': 57137.14, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.148427977861606}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
hypr,Hypr,hypr,layer2,Optimium,OP Stack,['Universal'],False,False,False,"[{'category': 'DA', 'name': 'Celestia'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 56369.43, 'ether': 56369.43, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14842803121751103}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'External', 'sentiment': 'bad', 'description': 'Proof construction and state derivation fully rely on data that is posted on Celestia. Sequencer tx roots are not checked against the Blobstream bridge data roots onchain, but L2 nodes can verify data availability by running a Celestia light client.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
oevnetwork,OEV Network,oev,layer2,Optimium,Arbitrum,"['Universal', 'Oracles']",False,False,False,"[{'category': 'RaaS', 'name': 'Caldera'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 53416.99, 'ether': 53416.99, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14842794960735817}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 17h of inactivity from the currently whitelisted Proposers.'}]",,
molten,Molten Network,molten,layer3,Optimium,Arbitrum,['Universal'],False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'RaaS', 'name': 'Caldera'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 48821.08, 'ether': 20.42, 'stablecoin': 35460.18, 'associated': 13340.48}, 'associatedTokens': ['MOLTEN'], 'change7d': 0.03324774624911009}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 2d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 25d 10h of inactivity from the currently whitelisted Proposers.'}]",Molten,Arbitrum One
wirex,Pay Chain,wirex,layer2,Validium,Polygon,"['Universal', 'Payments']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'RaaS', 'name': 'Gateway'}, {'category': 'Stack', 'name': 'PolygonCDK'}, {'category': 'Infra', 'name': 'AggLayer'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 40343.28, 'ether': 1600.15, 'stablecoin': 38743.13, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.06382819384886229}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'No mechanism', 'sentiment': 'bad', 'description': 'There is no mechanism to have transactions be included if the sequencer is down or censoring. Although the functionality exists in the code, it is currently disabled.'}, {'name': 'State Validation', 'value': 'ZK proofs (ST, SN)', 'sentiment': 'good', 'description': 'STARKs and SNARKs are zero knowledge proofs that ensure state correctness. STARKs proofs are wrapped in SNARKs proofs for efficiency. SNARKs require a trusted setup.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/2 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'warning': {'value': 'The Security Council can remove the delay on upgrades.', 'sentiment': 'bad'}, 'description': 'Even though there is a 10d Timelock for upgrades, forced transactions are disabled. Even if they were to be enabled, user withdrawals can be censored up to 15d.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'If the Proposer fails, users can leverage the source available prover to submit proofs to the L1 bridge. There is a 5d delay for proving and a 5d delay for finalizing state proven in this way. These delays can only be lowered except during the emergency state.'}]",,
xterio,Xterio Chain,xterio,layer2,Optimium,OP Stack,"['Universal', 'Gaming']",False,False,False,"[{'category': 'DA', 'name': 'CustomDA'}, {'category': 'RaaS', 'name': 'AltLayer'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 22234.08, 'ether': 22234.08, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14842785162534966}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'External', 'sentiment': 'bad', 'description': 'Proof construction and state derivation rely on data that is NOT published onchain. Xterio uses a custom data availability provider without attestations, relying though on DA challenges.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
syndicateframe,Syndicate Frame Chain,syndicateframe,layer3,Optimistic Rollup,OP Stack,"['Universal', 'Social']",False,False,False,"[{'category': 'L3ParentChain', 'name': 'Base'}, {'category': 'RaaS', 'name': 'Caldera'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 18174.51, 'ether': 18174.51, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14842833266458344}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1d delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",Frame Chain,Base
deri,Deri,deri,layer3,Optimistic Rollup,Arbitrum,['Universal'],False,False,False,"[{'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 16482.41, 'ether': 16482.41, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.1484279358841707}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 2d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 1d challenge period.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 20d 2h of inactivity from the currently whitelisted Proposers.'}]",,Arbitrum One
lambda,Lambda Chain,lambda,layer2,Optimistic Rollup,OP Stack,"['Universal', 'Storage']",False,False,False,"[{'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 14170.25, 'ether': 14160.24, 'stablecoin': 10.01, 'associated': 0}, 'associatedTokens': ['LAMB'], 'change7d': 0.14831196257395618}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
ethernity,Ethernity,ethernity,layer2,Optimistic Rollup,OP Stack,"['Universal', 'AI']",False,False,False,"[{'category': 'RaaS', 'name': 'Gelato'}, {'category': 'Infra', 'name': 'Superchain'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 10429.06, 'ether': 10332.1, 'stablecoin': 23.64, 'associated': 33.39}, 'associatedTokens': ['ERN'], 'change7d': 0.14791749218509231}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
hook,Hook,hook,layer3,Optimistic Rollup,Arbitrum,"['Universal', 'NFT', 'Exchange']",False,False,True,[],"{'breakdown': {'total': 7260.43, 'ether': 6799, 'stablecoin': 461.43, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.1377327238622954}",UnderReview,"[{'name': 'Sequencer Failure', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'State Validation', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Data Availability', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Exit Window', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Proposer Failure', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}]",,Arbitrum One
l3x,L3X,l3x,layer3,Optimium,Arbitrum,['Universal'],False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 5525.93, 'ether': 5523.91, 'stablecoin': 2.02, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.145194515596893}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 2d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 1d challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 20d 2h of inactivity from the currently whitelisted Proposers.'}]",,Arbitrum One
funki,Funki,funki,layer2,Optimium,OP Stack,['Universal'],False,False,True,[],"{'breakdown': {'total': 4178.04, 'ether': 3495.06, 'stablecoin': 6, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.11536941920189658}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'State Validation', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Data Availability', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Exit Window', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Proposer Failure', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}]",,
